date,close,volume,open,high,low
2025-04-29,57.3,2432200,57.7,58.5,57.3
2025-04-28,57.5,1654600,57.7,58.3,57.5
2025-04-25,57.5,3682000,58.2,59.0,57.5
2025-04-24,58.2,1861200,58.2,58.6,58.0
2025-04-23,58.0,1928700,59.4,59.4,58.0
2025-04-22,58.5,3850700,58.1,58.8,54.7
2025-04-21,58.2,1290500,58.5,58.9,58.1
2025-04-18,58.1,2165400,58.7,59.6,58.1
2025-04-17,58.1,3151800,59.3,59.3,58.1
2025-04-16,59.3,2625800,59.7,60.3,59.0
2025-04-15,60.0,5633100,59.1,60.9,58.3
2025-04-14,59.3,3619500,60.0,60.0,58.7
2025-04-11,59.8,8059500,59.8,59.9,58.0
2025-04-10,56.1,174400,56.1,56.1,56.1
2025-04-09,52.5,8995800,52.0,59.7,52.0
2025-04-08,55.8,7181200,59.8,59.8,55.8
2025-04-04,60.0,11887700,56.7,60.0,56.2
2025-04-03,60.3,9806100,64.0,64.4,60.3
2025-04-02,64.8,2330700,65.0,66.0,64.6
2025-04-01,64.5,1715200,64.7,65.3,64.0
2025-03-31,64.0,1771900,64.7,65.2,64.0
2025-03-28,64.8,1650600,65.5,65.7,64.8
2025-03-27,65.5,901500,65.8,65.9,65.5
2025-03-26,65.8,1507400,66.4,66.6,65.8
2025-03-25,66.2,2028100,66.5,66.6,66.2
2025-03-24,66.5,1977600,66.3,66.5,65.5
2025-03-21,66.0,1701500,67.0,67.0,66.0
2025-03-20,66.8,1688900,66.5,67.0,66.2
2025-03-19,66.5,3674000,67.2,67.2,66.5
2025-03-18,66.8,3656000,67.8,67.8,66.8
2025-03-17,67.3,4940800,66.0,67.3,66.0
2025-03-14,66.0,4920600,65.4,66.8,65.4
2025-03-13,65.5,4496300,67.2,67.2,65.2
2025-03-12,66.7,7560300,66.0,68.6,65.6
2025-03-11,64.7495,3640200,64.21438016528926,64.7495,63.94682024793388
2025-03-10,64.7495,4428800,64.48194008264463,65.15083987603306,64.2812701446281
2025-03-07,63.6124,3999500,62.60904984227129,63.7461800210305,62.54215983175605
2025-03-06,62.5422,2357600,62.5422,63.010430374331555,62.341529839572196
2025-03-05,62.2077,1820200,62.2077,62.74282,62.2077
2025-03-04,62.2077,2498900,62.341480000000004,62.475260000000006,62.00703000000001
2025-03-03,62.4084,1251000,62.54218006430869,62.54218006430869,62.20772990353698
2025-02-28,62.4084,2070800,63.01041028938907,63.01041028938907,62.4084
2025-02-27,62.8766,5028800,63.47861000000001,63.81306000000001,62.8766
2025-02-26,61.7395,769200,61.94017009750812,62.14084019501626,61.672609967497294
2025-02-25,61.9401,1926600,62.542109611231105,62.60899956803456,61.87321004319655
2025-02-24,62.5422,1956000,62.408419893048126,62.5422,62.00707957219252
2025-02-21,62.2746,2513400,61.60569989258861,62.2746,61.60569989258861
2025-02-20,61.3381,1636600,61.67254983642311,61.73943980370773,61.33809999999999
2025-02-19,61.3381,1509500,61.271210032715366,61.33809999999999,61.070540130861495
2025-02-18,61.2712,1065500,61.2712,61.53875982532751,61.13742008733625
2025-02-17,61.2712,787100,61.20431004366812,61.53875982532751,61.20431004366812
2025-02-14,61.2712,947800,61.67253973799127,61.67253973799127,61.20431004366812
2025-02-13,61.2712,862300,61.47186986899564,61.47186986899564,61.13742008733625
2025-02-12,61.2044,1054100,61.471960218579234,61.873300546448085,61.20439999999999
2025-02-11,61.4719,1039400,61.67256996735582,61.73945995647442,61.33812002176278
2025-02-10,61.6726,2298100,62.14083015184382,62.14083015184382,61.47192993492408
2025-02-07,62.2077,2260900,62.14081000000001,62.341480000000004,61.873250000000006
2025-02-06,62.1408,1351600,62.07391001076426,62.475249946178685,62.00702002152852
2025-02-05,61.9401,1345800,61.53876025917927,62.073879913606916,61.53876025917927
2025-02-04,61.5388,855200,61.60569,61.67258,61.33813000000001
2025-01-24,61.9401,944000,61.60565021598272,62.20765982721383,61.60565021598272
2025-01-23,61.8733,1685100,61.070619351351354,62.140860216216225,61.070619351351354
2025-01-22,61.0037,979100,61.538820175438595,61.538820175438595,61.0037
2025-01-21,61.1375,1264900,61.60573030634573,61.60573030634573,61.07060995623632
2025-01-20,61.3381,1761500,61.73943980370773,61.87321973827698,61.271210032715366
2025-01-17,61.8733,1122600,62.00708010810811,62.207750270270274,61.672629837837846
2025-01-16,62.007,2460200,61.471880258899674,62.3414498381877,61.40499029126213
2025-01-15,61.1375,445300,61.47195021881838,61.47195021881838,61.137499999999996
2025-01-14,61.3381,677300,61.471879934569245,61.471879934569245,61.00365016357687
2025-01-13,61.4719,937600,61.07056006528835,61.4719,60.93678008705113
2025-01-10,61.1375,1112500,61.47195021881838,61.80640043763676,61.137499999999996
2025-01-09,61.4719,738300,61.5387899891186,61.67256996735582,61.33812002176278
2025-01-08,61.8064,1052000,61.739509956709945,61.80639999999999,61.2043896103896
2025-01-07,61.7395,1252400,62.34151029252438,62.34151029252438,61.7395
2025-01-06,62.1408,1936800,61.53879009687836,62.475249946178685,61.471900107642625
2025-01-03,61.5388,1402200,61.47191000000001,61.806360000000005,61.47191000000001
2025-01-02,61.4719,1630500,61.27123003264417,61.873239934711634,61.20434004352556
2024-12-31,61.0037,2374000,61.672600219298246,61.8063802631579,61.0037
2024-12-30,61.5388,1706700,61.67258,61.873250000000006,61.5388
2024-12-27,61.6726,1639900,61.87327006507592,62.20772017353579,61.672599999999996
2024-12-26,61.6057,2202900,61.87326004343106,62.073930076004345,61.53880998914224
2024-12-25,61.8064,1827700,61.6726199134199,62.74286060606059,61.6726199134199
2024-12-24,61.6057,1024300,62.00704006514658,62.073930076004345,61.53880998914224
2024-12-23,61.8064,707200,61.94018008658007,62.07396017316016,61.80639999999999
2024-12-20,61.8733,1245900,61.80640994594596,62.140860216216225,61.739519891891895
2024-12-19,61.8064,1869700,62.07396017316016,62.07396017316016,61.6726199134199
2024-12-18,62.2746,530300,62.20770998925886,62.40838002148227,62.20770998925886
2024-12-17,62.2077,1048100,62.2077,62.27459,62.07392
2024-12-16,62.2746,1121800,62.20770998925886,62.34149001074114,62.140819978517726
2024-12-13,62.2746,1227700,62.34149001074114,62.60905005370569,62.140819978517726
2024-12-12,62.5422,671500,62.5422,63.14421048128342,62.5422
2024-12-11,62.4084,1609700,63.21108038585209,63.411750482315114,62.34150996784567
2024-12-10,63.2111,912700,63.74622042328042,63.74622042328042,63.2111
2024-12-09,63.7462,1957500,63.010409653725084,63.7462,62.80973955928647
2024-12-06,63.0104,1700100,62.87661995753715,63.74619023354564,62.809729936305736
2024-12-05,62.8766,2333000,62.2077,63.27794,62.2077
2024-12-04,62.5422,1204400,62.07396962566845,62.80976021390375,61.87329946524064
2024-12-03,62.2077,2445800,63.14416000000001,63.14416000000001,61.94014
2024-12-02,63.0104,1573100,63.478630148619956,63.612410191082795,62.809729936305736
2024-11-29,62.4084,1010500,61.94016977491961,62.4084,61.87327974276528
2024-11-28,61.9401,1289900,62.27454978401728,62.542109611231105,61.87321004319655
2024-11-27,62.007,1047200,61.73944012944983,62.3414498381877,61.73944012944983
2024-11-26,61.8064,1759900,61.13749956709956,62.14085021645021,61.13749956709956
2024-11-25,61.0706,1814000,60.80303986856518,61.67261029572837,60.80303986856518
2024-11-22,60.6023,1729700,60.86985982339956,61.07052969094923,60.6023
2024-11-21,60.5355,1461100,60.468609944751385,61.07062044198895,60.334829834254144
2024-11-20,60.4017,1640700,60.20102990033222,61.00371029900332,60.13413986710964
2024-11-19,60.201,1577000,61.204350000000005,61.27124,60.20100000000001
2024-11-18,60.8699,1874900,61.33813000000001,61.739470000000004,60.80301000000001
2024-11-15,61.3381,1508600,61.53876990185386,61.87321973827698,61.271210032715366
2024-11-14,61.5388,1719700,61.5388,61.873250000000006,61.47191000000001
2024-11-13,61.8733,1331800,61.471959675675684,62.140860216216225,61.471959675675684
